57.115000	57.115000	B
57.619000	57.619000	B
58.120000	58.120000	B
58.205000	58.205000	B
58.248000	58.248000	B
58.274000	58.274000	B
58.620000	58.620000	B
58.686000	58.686000	B
58.703000	58.703000	B
58.723000	58.723000	B
58.748000	58.748000	B
59.119000	59.119000	B
59.616000	59.616000	B
60.119000	60.119000	B
60.142000	60.142000	B
60.616000	60.616000	B
61.120000	61.120000	B
61.619000	61.619000	B
62.119000	62.119000	B
62.618000	62.618000	B
63.119000	63.119000	B
63.619000	63.619000	B
63.707000	63.707000	B
63.871000	63.871000	B
63.978000	63.978000	B
64.029000	64.029000	B
64.046000	64.046000	B
64.108000	64.108000	B
64.119000	64.119000	B
64.614000	64.614000	B
64.754000	64.754000	B
65.119000	65.119000	B
65.620000	65.620000	B
66.119000	66.119000	B
66.619000	66.619000	B
67.119000	67.119000	B
67.209000	67.209000	B
67.223000	67.223000	B
67.249000	67.249000	B
67.620000	67.620000	B
68.114000	68.114000	B
68.620000	68.620000	B
69.113000	69.113000	B
69.614000	69.614000	B
70.120000	70.120000	B
70.206000	70.206000	B
70.247000	70.247000	B
70.274000	70.274000	B
70.300000	70.300000	B
70.620000	70.620000	B
70.726000	70.726000	B
70.747000	70.747000	B
70.774000	70.774000	B
71.120000	71.120000	B
71.620000	71.620000	B
71.709000	71.709000	B
71.723000	71.723000	B
71.749000	71.749000	B
71.776000	71.776000	B
80.119000	80.119000	B
80.349000	80.349000	B
80.622000	80.622000	B
81.120000	81.120000	B
81.130000	81.130000	B
81.621000	81.621000	B
82.114000	82.114000	B
82.141000	82.141000	B
82.620000	82.620000	B
83.115000	83.115000	B
83.622000	83.622000	B
84.120000	84.120000	B
84.619000	84.619000	B
85.119000	85.119000	B
85.620000	85.620000	B
85.705000	85.705000	B
85.721000	85.721000	B
85.749000	85.749000	B
86.117000	86.117000	B
86.622000	86.622000	B
87.119000	87.119000	B
87.619000	87.619000	B
88.119000	88.119000	B
88.276000	88.276000	B
88.619000	88.619000	B
89.120000	89.120000	B
89.620000	89.620000	B
90.115000	90.115000	B
90.620000	90.620000	B
91.119000	91.119000	B
91.206000	91.206000	B
91.223000	91.223000	B
91.622000	91.622000	B
92.120000	92.120000	B
92.620000	92.620000	B
92.704000	92.704000	B
92.721000	92.721000	B
93.120000	93.120000	B
93.225000	93.225000	B
93.620000	93.620000	B
94.120000	94.120000	B
94.207000	94.207000	B
94.224000	94.224000	B
94.621000	94.621000	B
95.115000	95.115000	B
95.621000	95.621000	B
96.121000	96.121000	B
96.129000	96.129000	B
96.619000	96.619000	B
96.704000	96.704000	B
97.119000	97.119000	B
97.620000	97.620000	B
98.116000	98.116000	B
98.623000	98.623000	B
98.702000	98.702000	B
98.720000	98.720000	B
99.120000	99.120000	B
99.620000	99.620000	B
100.120000	100.120000	B
100.621000	100.621000	B
101.114000	101.114000	B
101.621000	101.621000	B
101.641000	101.641000	B
102.119000	102.119000	B
103.226000	103.226000	B
103.252000	103.252000	B
103.620000	103.620000	B
104.120000	104.120000	B
104.206000	104.206000	B
104.247000	104.247000	B
104.272000	104.272000	B
104.622000	104.622000	B
105.121000	105.121000	B
105.142000	105.142000	B
105.621000	105.621000	B
106.120000	106.120000	B
106.712000	106.712000	B
106.724000	106.724000	B
106.747000	106.747000	B
106.773000	106.773000	B
107.121000	107.121000	B
107.621000	107.621000	B
107.712000	107.712000	B
107.724000	107.724000	B
107.749000	107.749000	B
107.775000	107.775000	B
108.121000	108.121000	B
108.275000	108.275000	B
108.301000	108.301000	B
108.620000	108.620000	B
109.115000	109.115000	B
109.619000	109.619000	B
110.120000	110.120000	B
110.624000	110.624000	B
110.705000	110.705000	B
111.120000	111.120000	B
111.142000	111.142000	B
111.210000	111.210000	B
111.225000	111.225000	B
111.622000	111.622000	B
111.708000	111.708000	B
111.725000	111.725000	B
111.753000	111.753000	B
111.778000	111.778000	B
112.121000	112.121000	B
112.277000	112.277000	B
112.616000	112.616000	B
112.619000	112.619000	B
113.119000	113.119000	B
113.621000	113.621000	B
113.727000	113.727000	B
113.750000	113.750000	B
114.119000	114.119000	B
114.622000	114.622000	B
114.704000	114.704000	B
114.721000	114.721000	B
115.120000	115.120000	B
115.620000	115.620000	B
116.120000	116.120000	B
116.275000	116.275000	B
116.619000	116.619000	B
117.116000	117.116000	B
117.619000	117.619000	B
118.116000	118.116000	B
119.143000	119.143000	B
120.121000	120.121000	B
120.143000	120.143000	B
120.223000	120.223000	B
120.250000	120.250000	B
120.275000	120.275000	B
120.620000	120.620000	B
120.685000	120.685000	B
120.701000	120.701000	B
120.721000	120.721000	B
121.130000	121.130000	B
121.622000	121.622000	B
122.120000	122.120000	B
128.148000	128.148000	B
128.170000	128.170000	B
128.190000	128.190000	B
128.208000	128.208000	B
160.115000	160.115000	B
160.143000	160.143000	B
160.621000	160.621000	B
160.641000	160.641000	B
160.672000	160.672000	B
161.120000	161.120000	B
161.620000	161.620000	B
162.120000	162.120000	B
162.229000	162.229000	B
162.620000	162.620000	B
163.120000	163.120000	B
163.620000	163.620000	B
164.120000	164.120000	B
164.208000	164.208000	B
164.619000	164.619000	B
165.119000	165.119000	B
165.620000	165.620000	B
166.118000	166.118000	B
166.619000	166.619000	B
167.120000	167.120000	B
167.619000	167.619000	B
167.704000	167.704000	B
167.721000	167.721000	B
168.120000	168.120000	B
168.210000	168.210000	B
168.223000	168.223000	B
168.249000	168.249000	B
168.615000	168.615000	B
169.114000	169.114000	B
169.620000	169.620000	B
170.116000	170.116000	B
170.616000	170.616000	B
171.118000	171.118000	B
171.620000	171.620000	B
171.728000	171.728000	B
171.750000	171.750000	B
172.119000	172.119000	B
172.275000	172.275000	B
172.297000	172.297000	B
172.326000	172.326000	B
172.619000	172.619000	B
173.115000	173.115000	B
173.619000	173.619000	B
174.120000	174.120000	B
174.620000	174.620000	B
174.711000	174.711000	B
174.724000	174.724000	B
174.747000	174.747000	B
174.774000	174.774000	B
175.120000	175.120000	B
176.119000	176.119000	B
176.275000	176.275000	B
176.620000	176.620000	B
177.119000	177.119000	B
177.620000	177.620000	B
178.116000	178.116000	B
179.121000	179.121000	B
179.621000	179.621000	B
180.120000	180.120000	B
180.621000	180.621000	B
181.119000	181.119000	B
181.621000	181.621000	B
182.119000	182.119000	B
182.213000	182.213000	B
182.227000	182.227000	B
183.621000	183.621000	B
183.708000	183.708000	B
183.751000	183.751000	B
184.120000	184.120000	B
184.275000	184.275000	B
184.622000	184.622000	B
184.686000	184.686000	B
184.702000	184.702000	B
184.723000	184.723000	B
184.747000	184.747000	B
184.776000	184.776000	B
185.115000	185.115000	B
185.622000	185.622000	B
185.707000	185.707000	B
185.723000	185.723000	B
186.120000	186.120000	B
186.725000	186.725000	B
186.748000	186.748000	B
186.774000	186.774000	B
187.121000	187.121000	B
187.623000	187.623000	B
187.630000	187.630000	B
188.120000	188.120000	B
188.621000	188.621000	B
189.121000	189.121000	B
189.142000	189.142000	B
189.614000	189.614000	B
190.121000	190.121000	B
191.116000	191.116000	B
191.119000	191.119000	B
191.621000	191.621000	B
191.706000	191.706000	B
191.752000	191.752000	B
191.778000	191.778000	B
192.121000	192.121000	B
192.620000	192.620000	B
193.120000	193.120000	B
193.623000	193.623000	B
193.777000	193.777000	B
194.115000	194.115000	B
194.701000	194.701000	B
195.120000	195.120000	B
195.203000	195.203000	B
195.621000	195.621000	B
195.709000	195.709000	B
195.722000	195.722000	B
196.122000	196.122000	B
196.621000	196.621000	B
197.115000	197.115000	B
197.622000	197.622000	B
197.630000	197.630000	B
198.116000	198.116000	B
199.620000	199.620000	B
200.203000	200.203000	B
200.622000	200.622000	B
200.732000	200.732000	B
201.120000	201.120000	B
201.205000	201.205000	B
201.225000	201.225000	B
201.247000	201.247000	B
201.622000	201.622000	B
202.119000	202.119000	B
202.701000	202.701000	B
203.121000	203.121000	B
203.630000	203.630000	B
203.642000	203.642000	B
204.119000	204.119000	B
204.276000	204.276000	B
204.300000	204.300000	B
204.622000	204.622000	B
205.114000	205.114000	B
205.620000	205.620000	B
206.121000	206.121000	B
206.276000	206.276000	B
206.299000	206.299000	B
206.327000	206.327000	B
206.625000	206.625000	B
206.703000	206.703000	B
206.748000	206.748000	B
207.120000	207.120000	B
207.143000	207.143000	B
208.119000	208.119000	B
208.620000	208.620000	B
209.120000	209.120000	B
209.619000	209.619000	B
210.115000	210.115000	B
210.621000	210.621000	B
210.687000	210.687000	B
210.701000	210.701000	B
211.121000	211.121000	B
211.619000	211.619000	B
212.122000	212.122000	B
212.129000	212.129000	B
212.619000	212.619000	B
212.727000	212.727000	B
212.750000	212.750000	B
213.120000	213.120000	B
213.621000	213.621000	B
214.120000	214.120000	B
214.141000	214.141000	B
214.622000	214.622000	B
214.687000	214.687000	B
214.704000	214.704000	B
214.724000	214.724000	B
214.747000	214.747000	B
214.774000	214.774000	B
215.119000	215.119000	B
215.621000	215.621000	B
215.707000	215.707000	B
215.722000	215.722000	B
215.748000	215.748000	B
216.119000	216.119000	B
216.619000	216.619000	B
216.711000	216.711000	B
216.723000	216.723000	B
216.750000	216.750000	B
217.119000	217.119000	B
217.620000	217.620000	B
218.120000	218.120000	B
218.620000	218.620000	B
219.120000	219.120000	B
219.201000	219.201000	B
219.220000	219.220000	B
219.622000	219.622000	B
220.122000	220.122000	B
220.205000	220.205000	B
220.222000	220.222000	B
220.249000	220.249000	B
220.276000	220.276000	B
220.620000	220.620000	B
221.120000	221.120000	B
221.616000	221.616000	B
222.119000	222.119000	B
222.209000	222.209000	B
222.249000	222.249000	B
222.274000	222.274000	B
222.622000	222.622000	B
223.120000	223.120000	B
223.142000	223.142000	B
223.622000	223.622000	B
223.630000	223.630000	B
224.120000	224.120000	B
224.619000	224.619000	B
225.120000	225.120000	B
225.204000	225.204000	B
225.277000	225.277000	B
225.621000	225.621000	B
226.115000	226.115000	B
226.622000	226.622000	B
227.120000	227.120000	B
227.274000	227.274000	B
227.300000	227.300000	B
227.620000	227.620000	B
228.120000	228.120000	B
228.203000	228.203000	B
228.220000	228.220000	B
228.250000	228.250000	B
228.619000	228.619000	B
228.707000	228.707000	B
228.749000	228.749000	B
228.776000	228.776000	B
229.114000	229.114000	B
229.619000	229.619000	B
229.803000	229.803000	B
230.119000	230.119000	B
230.776000	230.776000	B
230.799000	230.799000	B
231.120000	231.120000	B
231.141000	231.141000	B
231.620000	231.620000	B
232.124000	232.124000	B
232.226000	232.226000	B
232.250000	232.250000	B
232.273000	232.273000	B
232.299000	232.299000	B
232.620000	232.620000	B
233.115000	233.115000	B
233.620000	233.620000	B
234.121000	234.121000	B
234.203000	234.203000	B
234.620000	234.620000	B
234.800000	234.800000	B
235.122000	235.122000	B
235.129000	235.129000	B
235.298000	235.298000	B
235.620000	235.620000	B
236.121000	236.121000	B
236.620000	236.620000	B
237.121000	237.121000	B
237.620000	237.620000	B
238.120000	238.120000	B
238.622000	238.622000	B
238.800000	238.800000	B
239.120000	239.120000	B
239.203000	239.203000	B
239.623000	239.623000	B
239.702000	239.702000	B
239.774000	239.774000	B
239.797000	239.797000	B
